Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster,PCA1,PCA2
2296,60,RL,134.0,16659.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2007,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,1582.0,GasA,Ex,Y,SBrkr,1582,570,0,2152.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,Gd,Detchd,2007.0,Unf,2.0,728.0,TA,TA,Y,0,180,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,New,Partial,0,3.239837102300744,0.24973691508648294
2297,60,RL,82.0,9709.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,778.0,Unf,0.0,140.0,918.0,GasA,Ex,Y,SBrkr,958,1142,0,2100.0,1.0,0.0,2.0,1,3.0,1,Ex,8,Typ,2.0,Gd,BuiltIn,2007.0,Fin,3.0,786.0,TA,TA,Y,172,104,0,0,0,0,Ex,MnPrv,Shed,0,9,2007,New,Partial,0,3.1314820126905074,-0.10045124467548036
2298,20,RL,94.0,13615.0,Pave,Grvl,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5.0,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,405.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,1802.0,0.0,0.0,2.0,1,3.0,1,Ex,7,Typ,1.0,Gd,Attchd,2006.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,WD,Normal,0,3.8969374522544515,-0.8027045558407578
2299,60,RL,99.0,13069.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,405.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,2626.25,0.0,0.0,2.0,1,4.5,1,Ex,10,Typ,1.0,Ex,BuiltIn,2004.0,RFn,3.0,916.0,TA,TA,Y,194,50,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,WD,Normal,0,4.909780832665713,1.1499823923690708
2300,60,RL,110.0,14277.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,0,2385.0,1.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,180,0,0,0,0,Ex,MnPrv,Shed,0,1,2007,WD,Normal,0,3.7216720292390546,0.12241152004345204
2301,60,RL,67.0,12568.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,Gd,TA,PConc,Ex,TA,Av,GLQ,669.0,Unf,0.0,226.0,895.0,GasA,Ex,Y,SBrkr,895,923,0,1818.0,1.0,0.0,2.0,1,3.0,1,Ex,8,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,774.0,TA,TA,Y,196,104,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,New,Partial,0,3.0283669344726443,-0.0539415987074174
2302,20,RL,70.0,9926.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1614.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,100,38,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,0,2.948034382281472,-1.0264879366091586
2303,20,RL,71.0,9254.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,Ex,Y,SBrkr,1721,0,0,1721.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Attchd,2005.0,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,0,0,Ex,MnPrv,Shed,0,1,2007,WD,Normal,0,2.251811277657156,-0.7505681096888756
2304,60,RL,92.0,10732.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1298.0,1298.0,GasA,Ex,Y,SBrkr,1298,530,0,1828.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,0.0,Gd,BuiltIn,2006.0,RFn,3.0,876.0,TA,TA,Y,0,40,0,0,0,0,Ex,MnPrv,Shed,0,2,2007,New,Partial,0,3.195892753147023,-0.7915527549265905
2305,120,RL,34.0,3901.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,Unf,0.0,436.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302.0,1.0,0.0,1.0,1,1.0,1,Gd,5,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,New,Partial,1,-0.06683908648346573,-2.242864867656318
2306,120,RL,34.0,3903.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302.0,1.0,0.0,1.0,1,1.0,1,Gd,5,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,1,-0.06672679330034434,-2.2426699570602535
2307,120,RL,41.0,6289.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,WD,Normal,0,0.6657569985159524,-1.3087104910399867
2308,120,RL,34.0,4590.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,1554.0,0.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,CWD,Normal,0,1.675233197964327,-1.7412232156675538
2309,120,RL,48.0,7841.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5.0,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577,0,0,1577.0,1.0,0.0,2.0,0,2.0,1,Ex,6,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,203,39,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,0,2.0247619700182122,-1.4772508005308091
2310,120,RL,48.0,6240.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5.0,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1300.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324.0,0.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006.0,Fin,2.0,550.0,TA,TA,Y,0,38,0,0,0,0,Ex,MnPrv,Shed,0,9,2007,New,Partial,0,1.2811321393367698,-1.6547962113045842
2311,120,RL,48.0,3242.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,136,36,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,WD,Normal,0,0.8251616151045585,-1.685362341497627
2312,60,RL,59.0,15810.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,728,0,1496.0,0.0,0.0,3.0,0,3.0,1,Gd,7,Typ,0.0,Gd,Attchd,2007.0,Unf,2.0,572.0,TA,TA,Y,100,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,New,Partial,0,1.9050648432380515,0.38567889193794086
2313,60,RL,65.0,10237.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,768,0,1536.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,100,38,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,WD,Normal,0,0.49065249485895757,-0.5330841468096991
2314,60,RL,58.0,13204.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,850,0,1458.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,BuiltIn,2007.0,Fin,2.0,454.0,TA,TA,Y,100,33,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,New,Partial,0,0.8379673157113278,-0.43313784834849467
2315,60,RL,62.0,8857.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,738,757,0,1495.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,100,30,0,0,0,0,Ex,MnPrv,Shed,0,3,2007,New,Partial,0,0.6387393926635141,-0.35447370787779237
2316,60,RL,63.0,9729.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,1048,0,1746.0,1.0,0.0,2.0,1,3.0,1,Gd,6,Typ,1.0,Gd,BuiltIn,2007.0,Unf,3.0,350.0,TA,TA,Y,0,34,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,New,Partial,0,1.0038256552868805,-0.549403130792967
2317,20,RL,88.0,12216.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,Ex,Y,SBrkr,1326,0,0,1326.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2005.0,Fin,2.0,388.0,TA,TA,Y,120,23,0,0,0,0,Ex,MnPrv,Shed,2000,6,2007,WD,Normal,0,0.8164068257503205,-0.7031493643510562
2318,60,RL,72.0,8229.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,752.0,752.0,GasA,Ex,Y,SBrkr,752,752,0,1504.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,100,32,0,0,0,0,Ex,MnPrv,Shed,0,12,2007,New,Partial,0,0.431709098570348,-0.8094462528476881
2319,60,RL,64.0,7713.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,0.0,Gd,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,New,Partial,0,0.7289322033285982,-0.6089388337135385
2320,20,RL,64.0,7697.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,Ex,Y,SBrkr,1258,0,0,1258.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2007.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,New,Partial,0,0.6804791997381995,-1.0726673855521214
2321,120,RL,67.0,3621.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5.0,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,Ex,Y,SBrkr,1589,0,0,1589.0,1.0,0.0,2.0,0,2.0,1,Gd,7,Typ,1.0,TA,Attchd,2003.0,Fin,3.0,630.0,TA,TA,Y,143,20,0,0,0,0,Ex,MnPrv,Shed,0,11,2007,WD,Normal,0,2.218252061674082,-1.5209006400302985
2322,20,RL,53.0,3710.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,1266.0,0.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,0,0,0,0,Ex,MnPrv,Shed,0,8,2007,New,Partial,0,0.521083344041782,-1.718986361448826
2323,80,RL,65.0,16219.0,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,779.0,Unf,0.0,56.0,835.0,GasA,Ex,Y,SBrkr,1119,0,0,1119.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,0.0,Gd,Attchd,2004.0,Fin,2.0,437.0,TA,TA,Y,100,24,0,0,0,0,Ex,MnPrv,Shed,0,4,2007,WD,Normal,0,0.6505548003288215,-0.8514592043592001
2324,80,RL,87.0,11084.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,192.0,Unf,0.0,192.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374.0,1.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,WD,Family,0,0.7723012644441634,0.19094489655130167
2325,20,RL,59.0,10936.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1510.0,1510.0,GasA,Ex,Y,SBrkr,1525,0,0,1525.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,534.0,TA,TA,Y,100,18,0,0,0,0,Ex,MnPrv,Shed,0,4,2007,New,Partial,0,1.5586829870030519,-0.9494170160464799
2326,80,RL,67.0,11950.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,754,640,0,1394.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,TA,BuiltIn,2003.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2007,WD,Normal,0,0.627513846743612,-0.07259727611230014
2327,60,RL,63.0,7875.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,1948.0,0.0,0.0,2.0,1,4.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0,48,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,WD,Normal,0,1.4368266382415609,0.22108485870701508
2328,60,RL,67.0,8740.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,574.0,Unf,0.0,280.0,854.0,GasA,Ex,Y,SBrkr,864,1131,0,1995.0,0.0,0.0,2.0,1,4.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2002.0,Fin,2.0,435.0,TA,TA,Y,264,48,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,WD,Normal,0,1.5197027560509366,0.3594186802435315
2329,60,RL,58.0,9487.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,520.0,Unf,0.0,395.0,915.0,GasA,Ex,Y,SBrkr,940,750,0,1690.0,1.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,2000.0,RFn,2.0,442.0,TA,TA,Y,0,50,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,WD,Normal,0,0.9009805785976385,-0.08774218638018987
2330,60,RL,59.0,9649.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,961,683,0,1644.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,1999.0,RFn,2.0,460.0,TA,TA,Y,420,42,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,0,0.9137261117301715,-0.11718644485595668
2331,60,RL,100.0,12191.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,405.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1181.0,Unf,0.0,598.0,1779.0,GasA,Ex,Y,SBrkr,1779,772,0,2551.0,1.0,0.0,2.0,1,4.0,1,Gd,8,Typ,2.0,TA,Attchd,1998.0,Fin,3.0,925.0,TA,TA,Y,76,61,0,0,0,0,Ex,MnPrv,Shed,0,6,2007,WD,Normal,0,4.3993678745772975,0.3157058255355792
2332,60,RL,89.0,10557.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5.0,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,405.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Ex,Y,SBrkr,1671,1407,0,2626.25,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,TA,Attchd,1998.0,Fin,3.0,806.0,TA,TA,Y,108,87,0,0,0,0,Ex,MnPrv,Shed,0,7,2007,WD,Normal,0,4.351815977007231,0.66784808632365
2333,60,RL,74.0,11002.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1048.0,Unf,0.0,341.0,1389.0,GasA,Ex,Y,SBrkr,1411,1171,0,2582.0,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,TA,Attchd,1998.0,Fin,3.0,758.0,TA,TA,Y,286,60,0,0,0,0,Ex,MnPrv,Shed,0,1,2007,WD,Normal,0,3.9893625857099244,0.8331095403661755
2334,60,RL,83.0,10790.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1066.0,1066.0,GasA,Ex,Y,SBrkr,1108,1277,0,2385.0,0.0,0.0,2.0,1,4.0,1,Gd,8,Typ,1.0,TA,BuiltIn,1998.0,Fin,3.0,600.0,TA,TA,Y,120,38,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,0,2.8539645370418265,0.5930821555956437
2335,60,RL,88.0,11762.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,0.0,770.0,1105.0,GasA,Ex,Y,SBrkr,1105,1097,0,2202.0,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,TA,Attchd,1992.0,RFn,2.0,517.0,TA,TA,Y,0,65,0,0,144,0,Ex,MnPrv,Shed,0,9,2007,WD,Normal,0,2.5328815096734614,1.1137786192667503
2336,60,RL,82.0,9044.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,405.0,Gd,Gd,PConc,Gd,TA,No,GLQ,1225.0,Unf,0.0,100.0,1325.0,GasA,Ex,Y,SBrkr,1335,1203,0,2538.0,0.0,0.0,2.0,1,4.0,1,Gd,8,Typ,1.0,TA,Attchd,1996.0,RFn,3.0,933.0,TA,TA,Y,198,92,0,0,0,0,Ex,MnPrv,Shed,0,5,2007,WD,Normal,0,3.8875617677243306,0.1597005918700847
2337,20,RL,75.0,9910.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,7,6.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1369.0,1369.0,GasA,Ex,Y,SBrkr,1369,0,0,1369.0,0.0,0.0,2.0,0,3.0,1,Gd,5,Typ,0.0,Gd,Attchd,2007.0,Unf,2.0,605.0,TA,TA,Y,0,180,0,0,0,0,Ex,MnPrv,Shed,0,9,2007,New,Partial,0,1.0361067656619891,-1.276254920661769
